,model,RMSE,MAE,MAPE,DA
0,Linear Regression,186.58335767787497,161.2832137320518,0.3715627093293548,0.9318181818181818
1,SVM,91.49237359893041,78.91729409646979,0.1869805945856214,0.9090909090909091
2,MLP,100.55724592633929,85.06440727056021,0.19589510438271063,0.9090909090909091
3,LSTM,73.43353099930171,54.61059015447443,0.1197471341002076,0.5909090909090909
