,model,RMSE,MAE,MAPE,DA
0,Linear Regression,0.13328010196913576,0.11890202524861083,0.1004472905467934,0.508
1,SVM,0.14045497589058892,0.12526229703214942,0.10590018706606978,0.498
2,MLP,0.10774409573424615,0.0780623179394204,0.06724442015774872,0.504
3,LSTM,0.27026024592941017,0.24080170249938965,0.2041161455150452,0.498
