,model,mse,mae,mape,accuracy
0,LinearReg,0.010140941679895037,0.07036492934763154,1459514127594.299,0.48619718309859156
1,svr,0.009982295816713175,0.0687445176392083,1443034130193.6973,0.4574647887323944
2,MLP,0.011659593821088474,0.07586865962222267,1365270490577.3594,0.4676056338028169
3,LSTM,0.009985382335172006,0.06866168067636091,1504931284901.0457,0.5092957746478873
