,model,mse,mae,mape,accuracy
0,LinearReg,322.3956386078876,260.1964999974584,0.09959869562830545,0.5070422535211268
1,svr,2498.3499807457256,1792.397914387214,0.5412602686161818,0.5470422535211268
2,MLP,375.6810026425126,253.583793639129,0.08293450289096747,0.5194366197183099
3,LSTM,1809.011244620732,1588.9618407908765,0.5767047200720009,0.49577464788732395
