,model,mse,mae,mape,accuracy
0,LinearReg,0.3704570917844305,0.3558476798125586,0.3100712705451411,0.516056338028169
1,svr,0.3614797453454813,0.3420939329532006,0.29758079215541866,0.5008450704225352
2,MLP,0.12824331898052108,0.09987584468164452,0.08803341419160589,0.49295774647887325
3,LSTM,0.3746405645257364,0.36269746757116145,0.3169956693421814,0.49183098591549296
