,model,RMSE,MAE,MAPE,DA
0,Linear Regression,518.7579496886249,433.51397746199353,0.11645290983315999,0.512
1,SVM,354.8185358048685,271.3299397121342,0.08407349419743995,0.572
2,MLP,415.3706712483617,347.3032507981945,0.09402339388190929,0.572
3,LSTM,865.0542664542926,716.4045673828125,0.18769928609866407,0.456
