,model,mse,mae,mape,accuracy
0,LinearReg,0.015329985547918654,0.07935716381090423,1284977483681.6248,0.5211267605633803
1,svr,0.015891050293861016,0.07719159032076424,1194012467216.2905,0.516056338028169
2,MLP,0.01882247906816256,0.08671565040824432,1222890082642.2031,0.5092957746478873
3,LSTM,0.016193752092749095,0.07793505633332094,1197637490368.6614,0.5171830985915493
