,model,mse,mae,mape,accuracy
0,LinearReg,0.008807237338316667,0.06864197322075465,1223426192157.9636,0.532394366197183
1,svr,0.008355507326766997,0.06722629047610973,1207282220524.5222,0.47098591549295776
2,MLP,0.008642965402628738,0.06842294888188914,1264244058926.9905,0.4783098591549296
3,LSTM,0.008869331294578084,0.06959731575908791,1281893784450.9822,0.49126760563380284
