,model,RMSE,MAE,MAPE,DA
0,Linear Regression,2.4346309991909565,1.7964081760779924,0.01633312617439781,0.464
1,SVM,10.130507230170993,8.87771776390094,0.07208465233695495,0.508
2,MLP,5.816040347667153,4.624378607711794,0.0364974104954611,0.482
3,LSTM,7.148066808308244,4.9775302047729495,0.04062908624374603,0.46
