,model,mse,mae,mape,accuracy
0,LinearReg,0.0005743719224369927,0.015156081484578636,0.03118174897173636,0.48338028169014086
1,svr,0.01834569139774446,0.11448521015086287,0.24841289183037293,0.5098591549295775
2,MLP,0.0010062383031200783,0.020096448139780322,0.03849991212627737,0.48225352112676056
3,LSTM,0.015391687765878225,0.06104318521145145,0.05884003894870097,0.47661971830985916
