,model,RMSE,MAE,MAPE,DA
0,Linear Regression,73.1807594236582,54.3440993770402,0.12606272045240244,0.8636363636363636
1,SVM,54.83309459051045,46.536835151232914,0.11512503052827486,0.8863636363636364
2,MLP,23.092415246391926,19.577518661185294,0.047762779357165656,0.8863636363636364
3,LSTM,122.91264994002836,106.68459181352095,0.2682095283823957,0.7727272727272727
