,model,mse,mae,mape,accuracy
0,LinearReg,0.018704727513131392,0.0875864577990644,1365372875047.563,0.5233802816901408
1,svr,0.018977585390189847,0.08481388407515646,1263724791874.3416,0.5053521126760563
2,MLP,0.019042882068624117,0.08530217299915528,1282979103347.1575,0.532394366197183
3,LSTM,0.020018441983345882,0.08760024892176568,1330417841021.454,0.5087323943661972
