,model,mse,mae,mape,accuracy
0,LinearReg,35.86593144761606,22.6815351104676,0.007970937524414976,0.48338028169014086
1,svr,202.69944289500725,171.33058543583377,0.06486050709977678,0.5098591549295775
2,MLP,47.47182584230499,30.07494348337433,0.010506804099179276,0.48225352112676056
3,LSTM,185.66439876836208,91.35297603388457,0.02430924090667302,0.47661971830985916
