,model,RMSE,MAE,MAPE,DA
0,Linear Regression,49.349383038748535,33.87306132690744,0.009997373368756876,0.472
1,SVM,189.41705270345273,175.36522992874004,0.04649983593898837,0.512
2,MLP,87.87477842480844,71.14112682865174,0.01912537200966443,0.518
3,LSTM,59.85081886108672,41.78210693359375,0.012035415906065829,0.466
