,model,RMSE,MAE,MAPE,DA
0,Linear Regression,1.7661872950931947,1.1120676975984904,0.3906020064497828,0.518
1,SVM,3.6957896182494734,2.633673847978609,0.5928249136134217,0.528
2,MLP,1.8705037795174406,1.1807138366668304,0.40117396364917113,0.496
3,LSTM,2.661582401651428,1.7586195781707763,0.5333284881731427,0.486
