,model,mse,mae,mape,accuracy
0,LinearReg,13.383003311917598,4.420276464885741,0.2001844936737899,0.48338028169014086
1,svr,11.614244363922733,8.894975279232364,0.5304471876504406,0.49859154929577465
2,MLP,2.7950594471207793,1.915183113111069,0.13542562340440187,0.49464788732394366
3,LSTM,2.0684263034507833,1.4574439324071753,0.1762441589859773,0.5076056338028169
