,model,RMSE,MAE,MAPE,DA
0,Linear Regression,3.471963420904375,2.6122412997840847,0.024186242516920912,0.466
1,SVM,12.775550940889104,11.443111433236277,0.09248661981686705,0.506
2,MLP,6.222235106951807,4.985823030316738,0.03910352309685148,0.488
3,LSTM,50.737829518029436,35.061571563720705,0.25239050700104565,0.466
