,model,RMSE,MAE,MAPE,DA
0,Linear Regression,0.006255220816074301,0.004871364834429376,0.0041933789015062535,0.498
1,SVM,0.011926896189933233,0.00961679278958984,0.00823851491574613,0.504
2,MLP,0.013523849407589526,0.011672553279267119,0.00991529682802314,0.518
3,LSTM,0.005723947287258169,0.004367218971252443,0.0037676008990284887,0.522
