,model,RMSE,MAE,MAPE,DA,parameters
0,Naive,0.15302781022593637,0.13052187722525244,0.12945395368349918,0.5058823529411764,
1,Linear Regression,0.10340871696969549,0.08186571401373595,0.08621931266495073,0.5529411764705883,
2,SVM,0.10729421934683436,0.08259601171949302,0.0859124262212516,0.5764705882352941,
3,MLP,0.14366046570916494,0.12024389282588097,0.12436908749674423,0.611764705882353,
4,LSTM,2.4415370987723644,1.9460749308259708,1.8295778214578817,0.5294117647058824,
