,model,RMSE,MAE,MAPE,DA
0,Linear Regression,1.8141993626024846,1.1243263559524803,0.3836474794473281,0.52
1,SVM,3.748987061587675,2.6722729880293445,0.599285421760099,0.528
2,MLP,2.301338000699345,1.5518424798129649,0.4184582875953035,0.51
3,LSTM,2.447416997221464,1.3708244388580322,0.4979417661517183,0.516
