,model,RMSE,MAE,MAPE,DA
0,Linear Regression,0.004906984457863937,0.0037375509165220337,0.0032195711327506187,0.504
1,SVM,0.01090276103616038,0.009108108325631982,0.007768715292788389,0.498
2,MLP,0.005590598792129545,0.004289849543375162,0.0037028397444299204,0.538
3,LSTM,0.0050455189010335825,0.003849267721176147,0.0033163920839832436,0.5
