,model,mse,mae,mape,accuracy
0,LinearReg,0.0020041038763637586,0.025174395411782718,0.03253737565408553,0.49746478873239436
1,svr,0.022531651757211793,0.11740179239484921,0.267349135385475,0.49464788732394366
2,MLP,0.0011808610260944281,0.02115872505515428,0.03193737386389156,0.4923943661971831
3,LSTM,0.011470496755187935,0.05330233831380481,0.05397142793895483,0.5171830985915493
