,model,mse,mae,mape,accuracy
0,LinearReg,0.0005659698269769084,0.017420467120516772,0.1842734796207316,0.5030985915492958
1,svr,0.0074727821434972105,0.06769784649055409,0.5274038293759561,0.47774647887323946
2,MLP,0.0007549712062161523,0.019584240262239243,0.1416725815989467,0.48225352112676056
3,LSTM,0.0027271661242149986,0.03695662674589026,0.6109028560366077,0.48056338028169016
