,model,mse,mae,mape,accuracy
0,LinearReg,0.001787207644158174,0.022185488364735186,0.04185087410384686,0.4687323943661972
1,svr,0.017672001329886285,0.1121627293225821,0.22762783701356334,0.49126760563380284
2,MLP,0.0010672521456295578,0.02154215411082556,0.03654456549971374,0.4811267605633803
3,LSTM,0.06002167027264261,0.13266965923926982,0.12309267749695078,0.4687323943661972
