,model,RMSE,MAE,MAPE,DA
0,Linear Regression,3.4447742249086404,2.177838049735142,0.32529634314011335,0.498
1,SVM,3.6575641067478624,2.6214521225108474,0.5858985046216473,0.538
2,MLP,3.640190765386628,2.6762107280179888,0.6117347989127567,0.502
3,LSTM,2.817315496477976,1.7680972064018252,0.475028683350917,0.488
