,model,mse,mae,mape,accuracy
0,LinearReg,0.0006662242776896091,0.018176195130376254,0.19912433182798198,0.48338028169014086
1,svr,0.02083317013106118,0.10494800945190941,3.093983077200291,0.5019718309859155
2,MLP,0.0029887603513885966,0.035010962657347336,0.5068755218258227,0.5030985915492958
3,LSTM,0.56873453055395,0.43636524125782206,4.4517159824265695,0.5047887323943662
