,model,RMSE,MAE,MAPE,DA
0,Linear Regression,74.59313443027484,49.271287925936235,0.014664359757729551,0.464
1,SVM,248.56759060974625,226.24319825563234,0.05846934296800573,0.508
2,MLP,145.41106167801027,120.19104307708034,0.03095314833819991,0.492
3,LSTM,226.54994808554028,143.707900390625,0.035387486591974514,0.516
