,model,RMSE,MAE,MAPE,DA
0,Linear Regression,2.4206340772699506,1.464282458560498,0.37114140402511325,0.512
1,SVM,4.5495329475085455,3.37226920336158,0.676012581890835,0.53
2,MLP,2.166475244450616,1.4650275068501997,0.3831845795590516,0.488
3,LSTM,2.2232915642924644,1.4639166162490844,0.44436867254537293,0.48
