,model,mse,mae,mape,accuracy
0,LinearReg,4.1154871987937454e-06,0.0014617387503843924,1056564481.7234951,0.8619718309859155
1,svr,0.027150659857787737,0.1376164383855059,530926619607.2945,0.6980281690140845
2,MLP,0.0023278467386809634,0.025807372583191206,29378309259.646286,0.8501408450704225
3,LSTM,0.022397476171576076,0.12232298413020813,573148754030.0535,0.7977464788732395
