,model,RMSE,MAE,MAPE,DA
0,Linear Regression,0.3830146681328813,0.07585543288236016,0.0013084876030416736,0.992
1,SVM,4.4638445143523775,3.4002486882866214,0.09332986281971314,0.756
2,MLP,3.467382803591233,3.3207031497843933,0.0777112857071093,0.886
3,LSTM,2.7661711368612,1.5643550615914439,0.04955163699056293,0.904
