,model,RMSE,MAE,MAPE,DA
0,Linear Regression,0.828406064636008,0.3691416861823159,0.003086307885777177,0.97
1,SVM,4.784227941258197,3.9382081036910805,0.034838663222722006,0.678
2,MLP,3.0582635136594676,2.617141116972685,0.021317969522933005,0.926
3,LSTM,55.28835103502645,44.246815427604105,0.32372865712960047,0.74
