,model,RMSE,MAE,MAPE,DA
0,Linear Regression,19.743414053900818,17.00575419602634,0.40371516752140985,0.534
1,SVM,32.29399958622757,25.63740201533985,0.4823184352023634,0.48
2,MLP,19.37257233724151,16.92698961207286,0.3952075592532199,0.512
3,LSTM,35.91863324267954,31.736117279052735,0.5832017491666782,0.53
