,model,mse,mae,mape,accuracy
0,LinearReg,61.47804589830234,51.37416483476258,0.9513747622493705,0.48845070422535214
1,svr,96.85152257566615,78.84894007008441,1.4972151850714237,0.49408450704225354
2,MLP,126.33584734990706,112.22662475510938,2.215330591528343,0.5171830985915493
3,LSTM,52.70076842568793,46.95594108893892,0.8837953773328221,0.5115492957746479
