,model,mse,mae,mape,accuracy
0,LinearReg,0.024664742339177648,0.07043288679192497,0.15461926734647874,0.56
1,svr,0.018759709734905348,0.06506522595236569,0.1436779934643856,0.5616901408450704
2,MLP,0.9284770181582109,0.16286379144979898,0.3355172920012295,0.5008450704225352
3,LSTM,0.0197139769879788,0.0649927219651922,0.14311793118359656,0.5143661971830986
