,model,RMSE,MAE,MAPE,DA,parameters
0,Naive,0.3837286703493192,0.12024114508422909,0.23855982105750262,0.4657718120805369,
1,Linear Regression,0.22511452579113597,0.08126278010842258,0.17992876524620266,0.5523489932885906,
2,SVM,0.22684107096904305,0.08320291622960406,0.18071556278234216,0.5389261744966443,
3,MLP,0.2348386649007084,0.0833027296785387,0.18350642742308304,0.5416107382550336,
4,LSTM,0.23477172559624743,0.08306081980110787,0.17859079118400886,0.5161073825503356,
