,model,mse,mae,mape,accuracy
0,LinearReg,0.0008450968001710182,0.01825635144927628,0.033482875933889995,0.4856338028169014
1,svr,0.027985890586897898,0.12432158159064992,0.297611803601833,0.49971830985915494
2,MLP,0.0015873714311459774,0.02405878576029295,0.03784723614014169,0.49464788732394366
3,LSTM,0.14895743970936295,0.16750840230689443,0.10294376963687177,0.4856338028169014
