,model,mse,mae,mape,accuracy
0,LinearReg,1.6508202075250147,1.036717752621825,0.01773299436619703,0.4856338028169014
1,svr,9.499836125749862,7.059810993842297,0.14457173271041227,0.49971830985915494
2,MLP,2.2624856202513457,1.366218785474227,0.02044105265986415,0.49464788732394366
3,LSTM,21.91682536956903,9.512247552166855,0.07891411802953428,0.4856338028169014
