,model,RMSE,MAE,MAPE,DA
0,Linear Regression,49.57767118246531,34.039489127308094,0.010047965189167979,0.476
1,SVM,227.54340535255798,211.11550308055516,0.055329572733821164,0.51
2,MLP,107.13336321276213,87.04821689930242,0.023434964885462088,0.528
3,LSTM,1042.0400080485806,725.6488413085938,0.16970026318285109,0.458
