,model,RMSE,MAE,MAPE,DA
0,Linear Regression,2.4416426315760433,1.801693573258243,0.016388071428521007,0.466
1,SVM,10.395479974285712,9.135910306045265,0.07413048698397354,0.508
2,MLP,6.497814244683015,5.20742883635251,0.04070507629831004,0.48
3,LSTM,6.328481224869597,4.7504599533081056,0.03801448239629465,0.46
