,model,RMSE,MAE,MAPE,DA
0,Linear Regression,74.67516899131111,49.32070983481172,0.0147138435083022,0.454
1,SVM,262.0718943325228,238.3373879529284,0.061458385188299124,0.508
2,MLP,170.3679624478379,140.2815995462356,0.03579633455923251,0.534
3,LSTM,1013.6873453768426,659.5062104492188,0.15240198258416326,0.514
