,model,mse,mae,mape,accuracy
0,LinearReg,2.145863220127584,1.272824131020121,0.019906699881689,0.4867605633802817
1,svr,9.299260440683478,7.39504371603848,0.15315190077587262,0.5030985915492958
2,MLP,2.7841550746519803,1.6891708760960948,0.025444458048432147,0.5104225352112676
3,LSTM,15.372954072237698,7.763018304999746,0.07252731047971893,0.5149295774647887
