,model,mse,mae,mape,accuracy
0,LinearReg,0.008507719407036807,0.006325064701217686,0.005571685407254769,0.48
1,svr,0.039033399277089216,0.03283890467851846,0.028710378620378833,0.48732394366197185
2,MLP,0.009304509336226001,0.0067358484918594985,0.005938998685071259,0.47211267605633805
3,LSTM,0.0620915114827342,0.05232555054360793,0.046358017875646404,0.5014084507042254
