,model,RMSE,MAE,MAPE,DA
0,Linear Regression,35.308757055038434,30.93608205287476,0.07354292372374428,0.75
1,SVM,36.39207448406031,32.16346678487733,0.07829175878630125,0.75
2,MLP,29.349376067047945,25.33302191983586,0.05998846710566001,0.8181818181818182
3,LSTM,80.8408951138819,62.85483828457919,0.14961111186692,0.5681818181818182
