,model,RMSE,MAE,MAPE,DA
0,Linear Regression,59.32814049248158,48.65329245284563,0.11558430572760608,0.5454545454545454
1,SVM,52.543719729475605,42.66993156068168,0.0999283672893807,0.6136363636363636
2,MLP,49.382752303380656,41.285369417064935,0.09947462876634723,0.6136363636363636
3,LSTM,228.55671871485922,196.0910346291282,0.4629867269184791,0.5909090909090909
