,model,RMSE,MAE,MAPE,DA,parameters
0,Naive,0.15715014827873275,0.13404092561745948,0.11985066179062888,0.5222222222222223,
1,Linear Regression,0.16008664923354413,0.12730638583012086,0.1175763799921366,0.5666666666666667,
2,SVM,0.1411546139009969,0.11529317877394508,0.10682191477091267,0.5555555555555556,
3,MLP,0.18059856125501605,0.14408168164456675,0.13375058101763912,0.5222222222222223,
4,LSTM,0.2568885357552708,0.18574666646447546,0.15174077357396887,0.5,
