,model,RMSE,MAE,MAPE,DA
0,Linear Regression,45.02084792754888,35.973192423680274,0.08375093984622704,0.5909090909090909
1,SVM,47.48998866839438,40.81301625864338,0.09750635286259937,0.5681818181818182
2,MLP,50.095249674320996,40.028438297931075,0.09641941659514379,0.6818181818181818
3,LSTM,85.89689700943708,69.0423909967596,0.15955448289984447,0.38636363636363635
