,model,RMSE,MAE,MAPE,DA,parameters
0,Naive,0.13984231446371484,0.11951101118806103,0.11809435420427983,0.4888888888888889,
1,Linear Regression,0.1259882645724728,0.10066891880589811,0.09669998854556643,0.4888888888888889,
2,SVM,0.13289801352755543,0.11421288863038402,0.11299468946486044,0.4777777777777778,
3,MLP,0.1401886872488333,0.11201729214026405,0.1119463818277778,0.5333333333333333,
4,LSTM,0.24037755834774097,0.19321119073801335,0.18390966685872412,0.3888888888888889,
