,model,mse,mae,mape,accuracy
0,LinearReg,17.493240358027762,7.2004955537782935,0.2535829688230935,0.5059154929577465
1,svr,11.60385458143834,8.843425988093026,0.5301377030940179,0.4952112676056338
2,MLP,3.3914639400876068,2.202999498917003,0.1588255767303316,0.49690140845070424
3,LSTM,28.286669799126773,19.532881456939027,0.7106880858657783,0.5115492957746479
