,model,mse,mae,mape,accuracy
0,LinearReg,22.469124866849427,6.575201101330699,0.0779644176146831,0.49126760563380284
1,svr,8.875295895319775,6.739066522105055,0.14086710287767476,0.504225352112676
2,MLP,2.188847532493475,1.339339220517221,0.020351049119553356,0.4895774647887324
3,LSTM,14.796946783591583,4.202077501443394,0.03839783763367877,0.504225352112676
