,model,RMSE,MAE,MAPE,DA
0,Linear Regression,0.004868836663318467,0.0036888815794374327,0.0031809811283415364,0.506
1,SVM,0.010113492947844296,0.008402365193209738,0.007171828491762708,0.498
2,MLP,0.006896853954393444,0.005566684848765968,0.004789430448726288,0.514
3,LSTM,0.004963143139513563,0.003783854246139526,0.0032647770540699134,0.516
