,model,RMSE,MAE,MAPE,DA
0,Linear Regression,74.35561947445854,48.28327075065055,0.014447223388316452,0.454
1,SVM,233.7439780089261,213.32893579811554,0.055342338414732906,0.508
2,MLP,115.74473131719212,95.12782629659479,0.025154941417989022,0.5
3,LSTM,514.0248682091836,317.7500185546875,0.0746495864819594,0.448
