,model,mse,mae,mape,accuracy
0,LinearReg,0.0013103017816202482,0.021901508639270463,0.04960439301607435,0.47943661971830986
1,svr,0.02682851620713883,0.14110736761313028,0.2931320972758892,0.49464788732394366
2,MLP,0.0026485702560469595,0.03174847314564857,0.05813751570735659,0.48507042253521127
3,LSTM,0.07587317243382025,0.18045788524135734,0.18606800942829935,0.5002816901408451
