,model,RMSE,MAE,MAPE,DA
0,Linear Regression,2.4706555613251133,1.493401926891475,0.3729870482987671,0.514
1,SVM,4.925587989128898,3.693279839066696,0.7064764852976483,0.528
2,MLP,3.9807883310829806,3.026479038327564,0.40437138616189855,0.542
3,LSTM,2.263460913138458,1.4463021486282348,0.39976763399474835,0.476
