,model,RMSE,MAE,MAPE,DA
0,Linear Regression,0.0064308394233336865,0.005004256676336917,0.004309352800676679,0.494
1,SVM,0.012931648668429786,0.009775340108346967,0.008571183273678519,0.502
2,MLP,0.007137876752000934,0.005307330808880602,0.004595370592800765,0.49
3,LSTM,0.006110621184946194,0.00462611246109009,0.003998515185228303,0.514
