,Date,Open,High,Low,Close,Adj Close,Volume,log,log_diff
0,2014-01-22,95.1999969482422,96.88999938964844,95.12000274658205,96.7300033569336,96.7300033569336,252349,4.571923626898617,0.0
1,2014-01-23,96.69000244140624,97.83999633789062,96.41000366210938,97.31999969482422,97.31999969482422,274078,4.578004514779525,0.006080887880907326
2,2014-01-24,97.37000274658205,97.8000030517578,96.25,96.63999938964844,96.63999938964844,239673,4.570992727870781,-0.007011786908743822
3,2014-01-27,96.9000015258789,97.18000030517578,95.20999908447266,95.72000122070312,95.72000122070312,235110,4.561427275793026,-0.009565452077755054
4,2014-01-28,95.66000366210938,97.66000366210938,95.62999725341795,97.41000366210938,97.41000366210938,206490,4.578928912377663,0.01750163658463677
5,2014-01-29,97.16999816894533,97.75,96.31999969482422,97.36000061035156,97.36000061035156,200486,4.578415454948289,-0.0005134574293732541
6,2014-01-30,97.41999816894533,98.58999633789062,97.33000183105467,98.2300033569336,98.2300033569336,199420,4.5873117018609975,0.008896246912708072
7,2014-01-31,97.97000122070312,98.38999938964844,97.0999984741211,97.48999786376952,97.48999786376952,253457,4.579749786728876,-0.007561915132121122
8,2014-02-03,97.4000015258789,97.94000244140624,96.26000213623048,96.43000030517578,96.43000030517578,293312,4.568817359687032,-0.01093242704184405
9,2014-02-04,96.52999877929688,97.81999969482422,96.37000274658205,97.19000244140624,97.19000244140624,204282,4.576667850635311,0.007850490948278832
10,2014-02-05,97.66999816894533,98.26000213623048,96.8000030517578,97.37999725341795,97.37999725341795,237671,4.578620822549769,0.0019529719144575353
11,2014-02-06,97.25,98.83000183105467,97.25,97.83999633789062,97.83999633789062,234281,4.5833334539493435,0.004712631399574896
12,2014-02-07,97.97000122070312,100.23999786376952,97.11000061035156,99.87999725341795,99.87999725341795,270407,4.603969437912753,0.02063598396340982
13,2014-02-10,100.0500030517578,100.5500030517578,99.11000061035156,100.05999755859376,100.05999755859376,251127,4.605769981660636,0.0018005437478825215
14,2014-02-11,99.97000122070312,100.5999984741211,99.5999984741211,99.94000244140624,99.94000244140624,233933,4.604570030344778,-0.0011999513158578168
15,2014-02-12,100.45999908447266,101.37999725341795,100.04000091552734,100.37000274658205,100.37000274658205,318686,4.60886338519028,0.004293354845501973
16,2014-02-13,100.2699966430664,100.66000366210938,99.4000015258789,100.3499984741211,100.3499984741211,221722,4.608664060036777,-0.00019932515350262747
17,2014-02-14,100.33999633789062,100.47000122070312,99.43000030517578,100.3000030517578,100.3000030517578,229784,4.608165725394189,-0.0004983346425886381
18,2014-02-18,100.31999969482422,103.25,100.2300033569336,102.43000030517578,102.43000030517578,177371,4.629179641427803,0.021013916033614244
19,2014-02-19,103.13999938964844,103.8000030517578,102.4000015258789,103.30999755859376,103.30999755859376,116164,4.6377341532295056,0.008554511801702525
20,2014-02-20,103.41000366210938,103.5,102.75,102.91999816894533,102.91999816894533,194397,4.633951969622495,-0.0037821836070106585
21,2014-02-21,102.87000274658205,102.91999816894533,101.69000244140624,102.1999969482422,102.1999969482422,173260,4.62693164790896,-0.007020321713534727
22,2014-02-24,102.29000091552734,103.4499969482422,101.97000122070312,102.81999969482422,102.81999969482422,177861,4.6329798836593,0.00604823575033997
23,2014-02-25,102.8000030517578,102.83999633789062,101.0199966430664,101.83000183105467,101.83000183105467,187216,4.623304774165059,-0.009675109494240886
24,2014-02-26,102.04000091552734,102.9000015258789,101.58000183105467,102.58999633789062,102.58999633789062,196517,4.630740426403068,0.007435652238008572
25,2014-02-27,102.56999969482422,103.08000183105467,101.75,102.4000015258789,102.4000015258789,196494,4.628886727506568,-0.001853698896499445
26,2014-02-28,102.1500015258789,102.95999908447266,101.8000030517578,102.58999633789062,102.58999633789062,178276,4.630740426403068,0.001853698896499445
27,2014-03-03,103.0,105.22000122070312,102.9499969482422,104.91999816894533,104.91999816894533,295819,4.65319813754676,0.02245771114369255
28,2014-03-04,104.88999938964844,104.95999908447266,102.8499984741211,103.33000183105467,103.33000183105467,210005,4.637927767946719,-0.015270369600041356
29,2014-03-05,103.3499984741211,103.52999877929688,100.8499984741211,101.4499969482422,101.4499969482422,267837,4.619566036190426,-0.01836173175629341
30,2014-03-06,101.04000091552734,102.08000183105467,100.12999725341795,101.55999755859376,101.55999755859376,291849,4.620649732797424,0.0010836966069982523
31,2014-03-07,101.97000122070312,102.91000366210938,101.56999969482422,102.58000183105467,102.58000183105467,226145,4.630642999811139,0.009993267013714835
32,2014-03-10,102.75,102.81999969482422,100.8499984741211,101.12000274658205,101.12000274658205,225290,4.616307957560157,-0.014335042250981367
33,2014-03-11,100.94000244140624,101.5199966430664,99.31999969482422,100.02999877929688,100.02999877929688,294201,4.605470128793719,-0.010837828766438129
34,2014-03-12,99.4800033569336,99.5999984741211,97.5500030517578,97.98999786376952,97.98999786376952,416927,4.584865410847232,-0.020604717946486772
35,2014-03-13,98.0999984741211,98.5999984741211,97.66999816894533,98.1999969482422,98.1999969482422,268074,4.587006184283457,0.002140773436224208
36,2014-03-14,98.25,99.27999877929688,98.05999755859376,98.88999938964844,98.88999938964844,226300,4.594008115109874,0.007001930826417535
37,2014-03-17,99.38999938964844,99.38999938964844,97.37000274658205,98.08000183105467,98.08000183105467,227387,4.585783490856892,-0.008224624252981982
38,2014-03-18,97.97000122070312,99.77999877929688,97.75,99.6999969482422,99.6999969482422,192508,4.602165646358386,0.016382155501493578
39,2014-03-19,99.52999877929688,100.47000122070312,99.33999633789062,100.37000274658205,100.37000274658205,110319,4.60886338519028,0.006697738831894284
40,2014-03-20,100.38999938964844,100.81999969482422,99.08000183105467,99.43000030517578,99.43000030517578,244866,4.599453882061235,-0.009409503129044872
41,2014-03-21,98.58999633789062,100.25,98.25,99.45999908447266,99.45999908447266,191289,4.599755544081612,0.00030166202037662515
42,2014-03-24,99.48999786376952,100.29000091552734,99.0500030517578,99.5999984741211,99.5999984741211,151710,4.6011621492704835,0.0014066051888717013
43,2014-03-25,99.43000030517578,100.25,98.8000030517578,99.19000244140624,99.19000244140624,217013,4.597037227371334,-0.004124921899149925
