,model,mse,mae,mape,accuracy
0,LinearReg,0.007988841827021916,0.06199732781748521,0.14456959897944283,0.5915492957746479
1,svr,0.007852544464580736,0.06161682233558977,0.14231119570427098,0.5746478873239437
2,MLP,0.007900947244028478,0.06099400341663952,0.140605357830009,0.504225352112676
3,LSTM,0.007848321169359384,0.061444611071981695,0.14339354854241568,0.504225352112676
