,model,RMSE,MAE,MAPE,DA
0,Linear Regression,625.8685125683567,514.8176552721303,0.1334926707489256,0.52
1,SVM,327.16891741771536,263.30601492618047,0.0774064081502551,0.572
2,MLP,714.482923340811,684.0432441587951,0.18700164969626745,0.572
3,LSTM,12665.015601106827,12024.288237792969,3.2264921478014283,0.572
