,model,mse,mae,mape,accuracy
0,LinearReg,34.23882980285866,31.633991239358078,0.7421482615522775,0.5261971830985915
1,svr,68.77593871887858,51.63735745245047,1.2261777067093356,0.5087323943661972
2,MLP,129.9749015283825,124.69240576896632,3.1277982760737886,0.46140845070422537
3,LSTM,36.35027413195468,31.203836462196666,0.7054936228666715,0.46816901408450706
