,model,mse,mae,mape,accuracy
0,LinearReg,0.0006120009186505668,0.016042322189519214,0.03811663306837986,0.4771830985915493
1,svr,0.018540252543352995,0.11526176445993548,0.2683639448117737,0.5053521126760563
2,MLP,0.0011778027639118933,0.022656799395657345,0.044036628667786605,0.49577464788732395
3,LSTM,0.028920162902568016,0.08703675857193201,0.10593704711029278,0.46535211267605636
