,model,RMSE,MAE,MAPE,DA
0,Linear Regression,1.800871431562432,1.1324911884087159,0.3861567938709559,0.524
1,SVM,3.9655186696996494,2.8733094884533203,0.6202594987265833,0.534
2,MLP,1.9702258583599583,1.296370964491633,0.3836769963761606,0.49
3,LSTM,2.0872138705895877,1.3400276453971864,0.44092248233206216,0.506
