,model,RMSE,MAE,MAPE,DA,parameters
0,Naive,0.5280912652927162,0.4472555746140653,1.8312444047177197,0.5411764705882353,
1,Linear Regression,0.13552926481959585,0.10798896475138683,0.6654045615178501,0.6941176470588235,
2,SVM,0.20414671721875308,0.16801084344751482,1.0805355974009858,0.6705882352941176,
3,MLP,0.14624635258157678,0.10931291184190135,0.48658410136841623,0.6705882352941176,
4,LSTM,0.45963798286422747,0.37813286516515093,3.1435721842069726,0.5647058823529412,
