,model,RMSE,MAE,MAPE,DA
0,Linear Regression,34.05046919988919,27.147832338761386,0.06725175481669084,0.9318181818181818
1,SVM,26.59930558069924,21.8757403658762,0.05410560440169247,0.8863636363636364
2,MLP,26.889385127136865,22.20917554360402,0.05267936884360149,0.8863636363636364
3,LSTM,109.80653602411138,93.82375821200284,0.236260928040534,0.5909090909090909
