,model,RMSE,MAE,MAPE,DA,parameters
0,Naive,0.3363972248358409,0.28369786746399145,2.2269351599268408,0.5647058823529412,
1,Linear Regression,0.08909471430350954,0.0710791727514673,0.7674516028164002,0.7058823529411765,
2,SVM,0.11183607934123499,0.09177781255510352,1.1361799346222787,0.7058823529411765,
3,MLP,0.0882235525369704,0.07178943463779008,0.6542387572132451,0.7411764705882353,
4,LSTM,0.16229811845449285,0.13068776793960468,1.1396241160494773,0.6705882352941176,
