,model,mse,mae,mape,accuracy
0,LinearReg,0.0003864117963177548,0.013986835710140947,47270946671.62363,0.49577464788732395
1,svr,0.01894372281866653,0.1004801456674873,470432362242.00824,0.5092957746478873
2,MLP,0.005356034087364491,0.04443275618293638,30005260980.5221,0.49859154929577465
3,LSTM,0.01325926954280304,0.08952348492721952,374511734066.8513,0.516056338028169
